260253,2,在MySQL中，逻辑或运算符用（）表示,<p>A、||</p><p>B、OR</p><p>C、AND</p><p>D、&&</p>,4,AB,,13441,2
260254,2,在MySQL中，所有逻辑运算符的求值结果均为（）,<p>A、TRUE</p><p>B、FASLE</p><p>C、NULL</p><p>D、‘’</p>,4,ABC,,13441,3
260255,1,在MySQL中，创建表的语句是（）,<p>A、CREATETABLE</p><p>B、CREATEDATABASE</p><p>C、ADDTABLE</p><p>D、DROPTABLE</p>,4,A,,13442,1
260256,1,在MySQL中，删除表的语句是（）,<p>A、CREATETABLE</p><p>B、CREATEDATABASE</p><p>C、ADDTABLE</p><p>D、DROPTABLE</p>,4,D,,13442,1
260257,1,在MySQL中，使用（）命令查看表是否创建成功,<p>A、SHOWTABLES</p><p>B、SHOWCOLUMN</p><p>C、SHOWTYPE</p><p>D、SHOWDATABASES</p>,4,A,,13442,2
260258,1,在MySQL中，创建数据库表的过程是规定（）的属性过程,<p>A、数据库</p><p>B、数据列</p><p>C、数据量</p><p>D、数据集</p>,4,B,,13442,3
260259,2,在MySQL中，创建数据库表需要（）信息,<p>A、表名</p><p>D、数据库名</p><p>C、表字段名</p><p>D、定义每个表字段</p>,4,ACD,,13442,1
260260,2,在MySQL中，实施数据完成行包括（）,<p>A、数据库完整性</p><p>B、实体完整性</p><p>C、引用完整性</p><p>D、域完整性</p>,4,ABC,,13442,1
260261,2,在MySQL中，字段信息可以包含（）,<p>A、数据类型</p><p>B、列约束条件</p><p>C、默认值</p><p>D、数据完整性</p>,4,ABC,,13442,2
260262,2,在MySQL中，创建MySQL数据库表名不合法的是（）,<p>A、DROP</p><p>B、ALTER</p><p>C、INSERT</p><p>D、emp_tb</p>,4,ABC,,13442,3
260263,1,在MySQL中，执行查看表结构语句，显示NULL值的含义是（）,<p>A、字段为NULL</p><p>B、字段为空</p><p>C、字段值待定</p><p>D、是否可以存储NULL值</p>,4,D,,13443,1
260264,1,在MySQL中，查看表详细结构的语法是（）,<p>A、SHOWCREATETABLE</p><p>B、CREATEDATABASE</p><p>C、ADDTABLE</p><p>D、DROPTABLE</p>,4,A,,13443,1
260265,1,在MySQL中，SHOWCREATETABLE语句不可以查看（）,<p>A、创建表的详细语句</p><p>B、存储引擎</p><p>C、字符编码</p><p>D、数据库名</p>,4,D,,13443,2
260266,1,在MySQL中，DESC是以（）的形式展示表结构,<p>A、曲线</p><p>B、柱状图</p><p>C、饼状图</p><p>D、表格</p>,4,D,,13443,3
260267,2,在MySQL查看表结构语句关键字为（）,<p>A、DESC</p><p>B、SHOW</p><p>C、DESCRIBE</p><p>D、ALTER</p>,4,AC,,13443,1
260268,2,在MySQL中，查看表结字段信息包括（）,<p>A、字段名</p><p>B、字段数据类型</p><p>C、是否是主键</p><p>D、是否有默认值</p>,4,ABCD,,13443,1
260269,2,在MySQL中，不是查看表结构的关键字的是（）,<p>A、SHOWDATABASES</p><p>B、SHOWCOLUMN</p><p>C、DESCRIBE表名</p><p>D、DESC表名</p>,4,AB,,13443,2
260270,2,在MySQL中，查看表结构可以使用（）语句,<p>A、SHOWTABLES</p><p>B、SHOWCOLUMN</p><p>C、DESCRIBE表名</p><p>D、DESC表名</p>,4,CD,,13443,3
260271,1,在MySQL中，修改数据类型的关键字为（）,<p>A、ALTER</p><p>B、DESC</p><p>C、SHOW</p><p>D、DESCRIBE</p>,4,A,,13444,1
260272,1,在MySQL中，ALTERTABLE的作用是（）,<p>A、修改表</p><p>B、复制表</p><p>C、删除表</p><p>D、替换表</p>,4,A,,13444,1
260273,1,在MySQL中，重命名表名使用的关键字是（）,<p>A、RENAMEto</p><p>B、ADD</p><p>C、RE</p><p>D、REN</p>,4,A,,13444,2
260274,1,给一个表添加新列的SQL语句中，哪个关键字表示添加新列（）,<p>A、INSERT</p><p>B、ADD</p><p>C、ALERT</p><p>D、SHOW</p>,4,B,,13444,3
260275,2,在MySQL中，常用的修改表的操作有（）,<p>A、修改字段数据类型</p><p>B、修改数据字段名</p><p>C、添加字段</p><p>D、删除字段</p>,4,ABCD,,13444,1
260276,2,在MySQL中，下列常用的修改表的操作不包括（）,<p>A、修改数据库名</p><p>B、修改数据字段名</p><p>C、添加字段</p><p>D、查看表</p>,4,AD,,13444,1
260277,2,在MySQL中，下列属于添加字段需要用到的关键字是（）,<p>A、ALTER</p><p>B、SHOW</p><p>C、ADD</p><p>D、RENAME</p>,4,AC,,13444,2
260278,2,在MySQL中，下列属于删除字段需要用到的关键字是（）,<p>A、ALTER</p><p>B、SHOW</p><p>C、DROP</p><p>D、RENAME</p>,4,AC,,13444,3
260279,1,在MySQL中，修改表存储引擎的关键字为（）,<p>A、ALTER</p><p>B、DESC</p><p>C、SHOW</p><p>D、DESCRIBE</p>,4,A,,13445,1
260280,1,在MySQL中，修改表存储引擎ALERTTABLE表名（）=MyISAM,<p>A、ALTER</p><p>B、DESC</p><p>C、ENGINE</p><p>D、DESCRIBE</p>,4,C,,13445,1
260281,1,在MySQL中，删除表的外键约束的关键字为（）,<p>A、ALTER</p><p>B、DESC</p><p>C、SHOW</p><p>D、DESCRIBE</p>,4,A,,13445,2
260282,1,在MySQL中，删除没有被关联的数据表的关键字为（）,<p>A、ALTER</p><p>B、DROP</p><p>C、SHOW</p><p>D、DESCRIBE</p>,4,B,,13445,3
260283,2,在MySQL中，下列属于修改数据库引擎用到的关键字的是（）,<p>A、ALTER</p><p>B、DESC</p><p>C、ENGINE</p><p>D、DESCRIBE</p>,4,AC,,13445,1
260284,2,在MySQL中，下列属于删除表的外键约束外键约束语法的关键字是（）,<p>A、ALTER</p><p>B、DROP</p><p>C、FOREIGN</p><p>D、KEY</p>,4,ABCD,,13445,1
260285,2,在MySQL中，下列属于删除没有被关联的数据表的关键字是（）,<p>A、ALTER</p><p>B、DROP</p><p>C、TABLE</p><p>D、DESCRIBE</p>,4,BC,,13445,2
260286,2,在MySQL中，下列不属于删除没有被关联的数据表的关键字是（）,<p>A、ALTER</p><p>B、DROP</p><p>C、TABLE</p><p>D、DESCRIBE</p>,4,AD,,13445,3
260287,1,数据库中查询tom表中数据的语法结构(),<p>A、select*fromtom</p><p>B、desctom</p><p>C、droptabletom</p><p>D、showtables</p>,4,A,,13466,1
260288,1,在存在下列关键字的SQL语句中，不可能出现where的句子是(),<p>A、Update</p><p>B、Delete</p><p>C、Inser</p><p>D、Aletr</p>,4,D,,13466,1
260289,1,"如果要在一张职位表中，限制工资输入范围,应该使用()约束",<p>A、PDRIMARYKEY</p><p>B、FOREINGKEY</p><p>C、unique</p><p>D、check</p>,4,D,,13466,2
260290,1,"要查询XSH数据库CP表中产品含有""冰箱""的产品情况,可用()命令","<p>A、SELECT*FROMCPWHERE产品名称LIKE\'冰箱\'</p><p>B、SELECT*FROMXSHWHERE产品名称LIKE\'冰箱\'</p><p>C、SELECT*FROMCPWHERE产品名称LIKE\'%冰箱%\'</p>",4,C,,13466,3
260291,2,以下属于日常生活中数据库应用系统是(),<p>A、银行业务系统</p><p>B、超市销售系统</p><p>C、大厦监控系统</p><p>D、教学管理系统</p>,4,ABD,,13466,1
260292,2,"在SELECT语句的一般格式中,以下()部分是可选的",<p>A、FROM子句</p><p>B、ORDERBY子句</p><p>C、WHERE子句</p><p>D、GROUPBY子句</p>,4,BCD,,13466,1
260293,2,下面语句中，表示过滤条件是vend_id=1002或者vend_id=1003的是();,"<p>A、select*fromproductswherevend_id=1002orvend_id=1003</p><p>B、select*fromproductswherevend_idin(1002,1003);</p><p>C、select*fromproductswherevend_idnotin(1004,1005);</p><p>D、select*fromproductswherevend_id=1002andvend_id=1003</p>",4,AB,,13466,2
260294,2,下列哪些列类型是数值型的数据,<p>A、DOUBLE</p><p>B、INT</p><p>C、SET</p><p>D、FLOAT</p>,4,ABD,,13466,3
260295,1,若要在基本表S中增加一列CN（课程名），可用(),<p>A、ADDTABLESALTER（CNCHAR（８））</p><p>B、ALTERTABLESADD（CNCHAR（８））</p><p>C、ADDTABLES（CNCHAR（８））</p><p>D、ALTERTABLES（ADDCNCHAR（８））</p>,4,B,,13467,1
260296,1,查询所有学生的姓名和成绩,"<p>A、selectstudent.name,student.score;</p><p>B、selectstudent.name,student.scorefromstudent;</p><p>C、select*fomstudent;</p><p>D、selectstudent.scorefromstudent;</p>",4,B,,13467,1
260297,1,查询表所有年龄在20岁以下的学生姓名及其年龄。,"<p>A、SELECTsname,sageFROMstudentWHEREsage<20;</p><p>B、SELECTsname,sageFROMstudentWHEREsage>20;</p><p>C、SELECT*FROMstudentWHEREsage<20;</p><p>D、SELECTsname,sageFROMstudentWHEREsage<10;</p>",4,A,,13467,2
260298,1,查询学生表中所有姓名等于张三的,"<p>A、select*fromstudentname=""zhangsan"";</p><p>B、selectnamefromstudentwherename=""zhangsan"";</p><p>C、select*fromstudentwherename=""zhangsan"";</p><p>D、select*studentname=""zhangsan""</p>",4,C,,13467,3
260299,2,<p>下列语句中错误的是（）</p>,"<p>A、select * from orders where ordername is not null;</p>

<p>B、select * from orders where ordername &lt;&gt; null;</p>

<p>C、select * from orders where ordername is null;</p>

<p>D、select * from orders where ordername not is null;</p>",4,AD,,13467,1
260300,2,关于select语句说法正确的是（）,"<p>A、select（name）fromtableperson;</p><p>B、select（name）frompersonwhereage=12orname=""aa"";</p><p>C、select（name）frompersonwhereage=12;</p><p>D、select（name,age）frompersonwherename=""aa""andage=12;</p>",4,BCD,,13467,1
260301,2,关于deletetruncatetable的说法正确是（）,<p>A、两者都可以删除指定条目的记录</p><p>B、前者可以删除指定条目的记录，后者不能</p><p>C、两者都返回被删除记录数目</p><p>D、前者返回被删除记录数目，后者不能返回</p>,4,BD,,13467,2
260302,2,关于主键下列说法正确的是（）,<p>A、可以一个表中的字段</p><p>B、是确定数据库中的表记录的唯一标识字段</p><p>C、该字段不能为空也不可以重复</p><p>D、可以是表中的多个字段组成</p>,4,ABCD,,13467,3
260303,1,要查询XSH数据库CP表中产品名含有“冰箱”的产品情况，可用()命令。,"<p>A、select*fromcpwherenamelike\'冰箱\'</p><p>B、select*fromdhwherenamelike\'冰箱\'</p><p>C、select*fromcpwherenamelike\'%冰箱%\'</p><p>D、select*fromcpwherename=‘冰箱\'</p>",4,C,,13468,1
260304,1,在使用like的时候需要与下列哪个符号搭配使用。,<p>A、，</p><p>B、%</p><p>C、*</p><p>D、&</p>,4,B,,13468,1
260305,1,下列查询语句正确的是：,"<p>A、select*frombookwhereidlike\'1\';</p><p>B、select*fromdlwhereidbetween2and5;</p><p>C、select*frommhlike\'%l%\';</p><p>D、select*fromohwhereid=1,name=lucy;</p>",4,B,,13468,2
260306,1,<p>下列说法错误的是：</p>,"<p>A、like查询是模糊查询</p>

<p>B、like是模糊查询关键字</p>

<p>C、不同的数据库对between...and操作符的处理方式是没有差异的</p>

<p>D、like操作符用于在where子句中搜索列中的指定模式</p>",4,C,,13468,3
260307,2,下列属于数据库中条件查询的关键字的是：,<p>A、and</p><p>B、if</p><p>C、like</p><p>D、between.....and</p>,4,ACD,,13468,1
260308,2,下列查询语句错误的是：,"<p>A、select*frombookwhereidlike\'1\';</p><p>B、select*fromdlwhereidbetween2and5;</p><p>C、select*frommhlike\'%l%\';</p><p>D、select*fromohwhereid=1andname=lucy;</p>",4,AC,,13468,1
260309,2,以下哪些运算符能设置值范围是连接区间的逻辑条件：,<p>A、and运算符</p><p>B、>运算符</p><p>C、=运算符</p><p>D、between.....and运算符</p>,4,AD,,13468,2
260310,2,下列关于betweenandlike的说法正确的是：,<p>A、like查询是模糊查询</p><p>B、这三个都是条件查询关键字</p><p>C、不同的数据库对between...and操作符的处理方式是有差异的</p><p>D、like操作符用于在where子句中搜索列中的指定模式</p>,4,ABCD,,13468,3
260311,1,分组查询的关键词语句正确的是？,<p>A、create</p><p>B、show</p><p>C、GROUPBY</p><p>D、ALTER</p>,4,C,,13469,1
260312,1,查询所有员工的最低工资语句正确的是?,<p>A、SELECTMIN(sal)FROMemp</p><p>B、updataMIN(sal)FROMemp</p><p>C、ALTERMIN(sal)FROMemp</p><p>D、CREATEMIN(sal)FROMemp</p>,4,A,,13469,1
260313,1,查询所有员工的最高工资语句正确的是？,<p>A、SELECTMIN(sal)FROMemp</p><p>B、SELECTMAX(sal)FROMemp</p><p>C、CREATEMIN(sal)FROMemp</p><p>D、ALTERMIN(sal)FROMemp</p>,4,B,,13469,2
260314,1,查询所有员工的平均工资语句正确的是？,<p>A、SELECTMAX(sal)FROMemp</p><p>B、updataMIN(sal)FROMemp</p><p>C、SELECTAVG(sal)FROMemp</p><p>D、CREATETABLEsal（）</p>,4,C,,13469,3
260315,2,分组查询的关键词错误的是？,<p>A、create</p><p>B、show</p><p>C、GROUPBY</p><p>D、ALTER</p>,4,ABD,,13469,1
260316,2,查询所有员工的最低工资语句错误的是?,<p>A、SELECTMIN(sal)FROMemp</p><p>B、updataMIN(sal)FROMemp</p><p>C、ALTERMIN(sal)FROMemp</p><p>D、CREATEMIN(sal)FROMemp</p>,4,BCD,,13469,1
260317,2,查询所有员工的平均工资语句错误的是？,<p>A、SELECTMAX(sal)FROMemp</p><p>B、updataMIN(sal)FROMemp</p><p>C、SELECTAVG(sal)FROMemp</p><p>D、CREATETABLEsal（）</p>,4,ABD,,13469,2
